id,body,picture,actor,time,class,experiment_group
645,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,victim,var8
739,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,victim,var9
947,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,victim,var10
959,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,victim,var11
971,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,victim,var12
53,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var1
292,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var2
304,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var3
316,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var4
379,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var5
618,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var6
630,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var7
642,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var8
705,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var9
944,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var10
956,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var11
968,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var12
266,Look how happy and cute my anne is awwww,Catfood.jpeg,mewranda,05:56,normal,var4
592,Look how happy and cute my anne is awwww,Catfood.jpeg,mewranda,05:56,normal,var8
918,Look how happy and cute my anne is awwww,Catfood.jpeg,mewranda,05:56,normal,var12
82,I think I can remember that...,IMG_20170520_081116.jpg,sweetpea,06:36,normal,var4
408,I think I can remember that...,IMG_20170520_081116.jpg,sweetpea,06:36,normal,var8
734,I think I can remember that...,IMG_20170520_081116.jpg,sweetpea,06:36,normal,var12
14,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var1
290,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var2
302,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var3
314,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var4
340,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var5
616,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var6
628,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var7
640,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var8
666,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var9
942,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var10
954,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var11
966,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var12
4,Mr. Matthews got me this hanger for my bananas... It's only been a day but I think they're already less beat-up than they would normally be!  Three cheers for modern technology.,IMG_0440.JPG,coachmatthews,07:00,cohort,var1
330,Mr. Matthews got me this hanger for my bananas... It's only been a day but I think they're already less beat-up than they would normally be!  Three cheers for modern technology.,IMG_0440.JPG,coachmatthews,07:00,cohort,var5
656,Mr. Matthews got me this hanger for my bananas... It's only been a day but I think they're already less beat-up than they would normally be!  Three cheers for modern technology.,IMG_0440.JPG,coachmatthews,07:00,cohort,var9
177,"new recipe that I found online >>>> UNBELIEVABLE! If you're looking for tasty, semi-healthy treats check out gwtreats.com",alicja-2.jpeg,southerngirlCel,07:14,normal,var3
503,"new recipe that I found online >>>> UNBELIEVABLE! If you're looking for tasty, semi-healthy treats check out gwtreats.com",alicja-2.jpeg,southerngirlCel,07:14,normal,var7
829,"new recipe that I found online >>>> UNBELIEVABLE! If you're looking for tasty, semi-healthy treats check out gwtreats.com",alicja-2.jpeg,southerngirlCel,07:14,normal,var11
78,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var1
294,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var2
306,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var3
318,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var4
404,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var5
620,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var6
632,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var7
644,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var8
730,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var9
946,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var10
958,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var11
970,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var12
241,"I got these intense cravings for Thai food, so I got it! These padseeyus are the only things in life that never seem to disappoint me.",0222-15.png,dana84,08:03,normal,var3
567,"I got these intense cravings for Thai food, so I got it! These padseeyus are the only things in life that never seem to disappoint me.",0222-15.png,dana84,08:03,normal,var7
893,"I got these intense cravings for Thai food, so I got it! These padseeyus are the only things in life that never seem to disappoint me.",0222-15.png,dana84,08:03,normal,var11
265,Found this online today... SO TRUE,Organic.jpg,fgonzalez,08:24,normal,var3
591,Found this online today... SO TRUE,Organic.jpg,fgonzalez,08:24,normal,var7
917,Found this online today... SO TRUE,Organic.jpg,fgonzalez,08:24,normal,var11
74,"A few weeks ago I saw a pinterest post that basically said ""the only thing stopping you from dipping everything in chocolate is your own imagination"". I never thought of it that way before! So of course I had to try dipping some ice cream sandwiches. They only lasted about 30 seconds after I took this picture!",IMAG0065.jpg,livelaughlove,08:28,normal,var4
400,"A few weeks ago I saw a pinterest post that basically said ""the only thing stopping you from dipping everything in chocolate is your own imagination"". I never thought of it that way before! So of course I had to try dipping some ice cream sandwiches. They only lasted about 30 seconds after I took this picture!",IMAG0065.jpg,livelaughlove,08:28,normal,var8
726,"A few weeks ago I saw a pinterest post that basically said ""the only thing stopping you from dipping everything in chocolate is your own imagination"". I never thought of it that way before! So of course I had to try dipping some ice cream sandwiches. They only lasted about 30 seconds after I took this picture!",IMAG0065.jpg,livelaughlove,08:28,normal,var12
15,perfect baguette,petradr-748.jpeg,M.Kapadia92,09:20,cohort,var4
341,perfect baguette,petradr-748.jpeg,M.Kapadia92,09:20,cohort,var8
667,perfect baguette,petradr-748.jpeg,M.Kapadia92,09:20,cohort,var12
252,"It was a sleepless night, so I treated myself with some insomnias.",IMG_0738.jpg,clayton.myers,09:21,normal,var2
578,"It was a sleepless night, so I treated myself with some insomnias.",IMG_0738.jpg,clayton.myers,09:21,normal,var6
904,"It was a sleepless night, so I treated myself with some insomnias.",IMG_0738.jpg,clayton.myers,09:21,normal,var10
70,#breadoftheday: a rustic loaf that fell a little flat. It will make great crusty sandwiches though!,IMG_20170204_155808.jpg,breethebaker,09:24,normal,var4
396,#breadoftheday: a rustic loaf that fell a little flat. It will make great crusty sandwiches though!,IMG_20170204_155808.jpg,breethebaker,09:24,normal,var8
722,#breadoftheday: a rustic loaf that fell a little flat. It will make great crusty sandwiches though!,IMG_20170204_155808.jpg,breethebaker,09:24,normal,var12
66,"when you want ramen 🍜 but you only have plain spaghetti you can add a small amount of baking soda to the pasta cooking water to give it the chewy texture that ramen has. this batch has beef, mushrooms, green onion, and bok choy. make sure to rinse the pasta thoroughly or it tastes bad.",20131102_235435945_iOS.jpg,SnakeCharmer,10:20,normal,var4
392,"when you want ramen 🍜 but you only have plain spaghetti you can add a small amount of baking soda to the pasta cooking water to give it the chewy texture that ramen has. this batch has beef, mushrooms, green onion, and bok choy. make sure to rinse the pasta thoroughly or it tastes bad.",20131102_235435945_iOS.jpg,SnakeCharmer,10:20,normal,var8
718,"when you want ramen 🍜 but you only have plain spaghetti you can add a small amount of baking soda to the pasta cooking water to give it the chewy texture that ramen has. this batch has beef, mushrooms, green onion, and bok choy. make sure to rinse the pasta thoroughly or it tastes bad.",20131102_235435945_iOS.jpg,SnakeCharmer,10:20,normal,var12
33,pancakes... my mom would be so proud lol,IMG_20170216_213349.jpg,localewis,11:14,cohort,var2
359,pancakes... my mom would be so proud lol,IMG_20170216_213349.jpg,localewis,11:14,cohort,var6
685,pancakes... my mom would be so proud lol,IMG_20170216_213349.jpg,localewis,11:14,cohort,var10
62,homemade popsicle! this one is lemonade with cucumber. #refreshing,IMG_20160528_142024253.jpg,ria_camiii,11:16,normal,var4
388,homemade popsicle! this one is lemonade with cucumber. #refreshing,IMG_20160528_142024253.jpg,ria_camiii,11:16,normal,var8
714,homemade popsicle! this one is lemonade with cucumber. #refreshing,IMG_20160528_142024253.jpg,ria_camiii,11:16,normal,var12
45,next up: ravioli!! just a ricotta/parmesan blend inside but I'm definitely branching out next time. Spinach? Butternut squash? Any other good ideas? #pastaweek #ravioli #yum,IMG_20170128_184927.jpg,casssssssssie,11:41,cohort,var1
371,next up: ravioli!! just a ricotta/parmesan blend inside but I'm definitely branching out next time. Spinach? Butternut squash? Any other good ideas? #pastaweek #ravioli #yum,IMG_20170128_184927.jpg,casssssssssie,11:41,cohort,var5
697,next up: ravioli!! just a ricotta/parmesan blend inside but I'm definitely branching out next time. Spinach? Butternut squash? Any other good ideas? #pastaweek #ravioli #yum,IMG_20170128_184927.jpg,casssssssssie,11:41,cohort,var9
58,donuts for lunch 🍩 🍩 🍩,20131220_202240000_iOS.jpg,tastyrobot,12:02,normal,var4
384,donuts for lunch 🍩 🍩 🍩,20131220_202240000_iOS.jpg,tastyrobot,12:02,normal,var8
710,donuts for lunch 🍩 🍩 🍩,20131220_202240000_iOS.jpg,tastyrobot,12:02,normal,var12
271,The more you know,meme4.jpg,earthpulse,12:10,normal,var1
597,The more you know,meme4.jpg,earthpulse,12:10,normal,var5
923,The more you know,meme4.jpg,earthpulse,12:10,normal,var9
267,only coffee and cinnamon roll can save me from this depressing mood now...,coffee.jpg,gwenfromtheblock,12:23,normal,var1
593,only coffee and cinnamon roll can save me from this depressing mood now...,coffee.jpg,gwenfromtheblock,12:23,normal,var5
919,only coffee and cinnamon roll can save me from this depressing mood now...,coffee.jpg,gwenfromtheblock,12:23,normal,var9
191,😂 Seen in Chelsea Market... tried it... it's good ,180221-14.JPG,this_jack,12:30,normal,var1
517,😂 Seen in Chelsea Market... tried it... it's good ,180221-14.JPG,this_jack,12:30,normal,var5
843,😂 Seen in Chelsea Market... tried it... it's good ,180221-14.JPG,this_jack,12:30,normal,var9
204,can't imagine my life without this #paella #blessed #spanishfood ♥️🥘,IMG_2350.jpg,KatieeeM,12:49,normal,var2
530,can't imagine my life without this #paella #blessed #spanishfood ♥️🥘,IMG_2350.jpg,KatieeeM,12:49,normal,var6
856,can't imagine my life without this #paella #blessed #spanishfood ♥️🥘,IMG_2350.jpg,KatieeeM,12:49,normal,var10
184,here's my attempt at bruschetta aha not quite as good as Alberni's but not bad....the roomies liked it at least,73.png,SamTHEMAN,12:53,normal,var2
510,here's my attempt at bruschetta aha not quite as good as Alberni's but not bad....the roomies liked it at least,73.png,SamTHEMAN,12:53,normal,var6
836,here's my attempt at bruschetta aha not quite as good as Alberni's but not bad....the roomies liked it at least,73.png,SamTHEMAN,12:53,normal,var10
268,or I guess some nice wine can do that as well... #dreaming,Wine.jpg,gwenfromtheblock,13:00,normal,var2
594,or I guess some nice wine can do that as well... #dreaming,Wine.jpg,gwenfromtheblock,13:00,normal,var6
920,or I guess some nice wine can do that as well... #dreaming,Wine.jpg,gwenfromtheblock,13:00,normal,var10
257,Having the best dessert with my sis!,0222-01.png,aleeboi,13:01,normal,var3
583,Having the best dessert with my sis!,0222-01.png,aleeboi,13:01,normal,var7
909,Having the best dessert with my sis!,0222-01.png,aleeboi,13:01,normal,var11
152,"texas waffle, baby!",IMG_0133.JPG,_aikira_,13:47,normal,var2
478,"texas waffle, baby!",IMG_0133.JPG,_aikira_,13:47,normal,var6
804,"texas waffle, baby!",IMG_0133.JPG,_aikira_,13:47,normal,var10
209,Took my daughter to thai for the first time and she loved it.,IMG_9155.jpg,TimBJenkins,14:15,normal,var3
535,Took my daughter to thai for the first time and she loved it.,IMG_9155.jpg,TimBJenkins,14:15,normal,var7
861,Took my daughter to thai for the first time and she loved it.,IMG_9155.jpg,TimBJenkins,14:15,normal,var11
236,Sushis are the best.,0222-20.png,sweetietooth,14:23,normal,var2
562,Sushis are the best.,0222-20.png,sweetietooth,14:23,normal,var6
888,Sushis are the best.,0222-20.png,sweetietooth,14:23,normal,var10
249,Vegetables and fruits should be essential part of our diet. We eat too much meat and not enough veggies. Make sure to add beans and broccolis to your diet.,0222-06.png,chefricky,14:28,normal,var3
575,Vegetables and fruits should be essential part of our diet. We eat too much meat and not enough veggies. Make sure to add beans and broccolis to your diet.,0222-06.png,chefricky,14:28,normal,var7
901,Vegetables and fruits should be essential part of our diet. We eat too much meat and not enough veggies. Make sure to add beans and broccolis to your diet.,0222-06.png,chefricky,14:28,normal,var11
197,Some cakes that I baked for a pink-loving friend's wedding 💒,IMG_20140214_212805.jpg,mariaann,14:36,normal,var3
523,Some cakes that I baked for a pink-loving friend's wedding 💒,IMG_20140214_212805.jpg,mariaann,14:36,normal,var7
849,Some cakes that I baked for a pink-loving friend's wedding 💒,IMG_20140214_212805.jpg,mariaann,14:36,normal,var11
148,"first homemade dumplings! There's pork, spring onions, and cabbage inside. eaten with napkins left over from Christmas.",IMG_20141226_110500.jpg,artisanalways,14:43,normal,var2
474,"first homemade dumplings! There's pork, spring onions, and cabbage inside. eaten with napkins left over from Christmas.",IMG_20141226_110500.jpg,artisanalways,14:43,normal,var6
800,"first homemade dumplings! There's pork, spring onions, and cabbage inside. eaten with napkins left over from Christmas.",IMG_20141226_110500.jpg,artisanalways,14:43,normal,var10
156,lunch: the cutest cup of seafood chowder.,IMAG0035.jpg,lee.alexa,15:05,cohort,var2
482,lunch: the cutest cup of seafood chowder.,IMAG0035.jpg,lee.alexa,15:05,cohort,var6
808,lunch: the cutest cup of seafood chowder.,IMAG0035.jpg,lee.alexa,15:05,cohort,var10
214,Egg Benidict for brunch on this Sunny but windy day. Iced coffee was... let's just say I can make better ones at home. Haha.,180221-24.JPG,Lisa181818,15:15,normal,var4
218,"Visited my brother at Cornell University today and they have their own hotel called ""The Statler"" and it has some amazing curry over rice for $7",180221-3.JPG,EmmaSmith0214,15:15,normal,var4
540,Egg Benidict for brunch on this Sunny but windy day. Iced coffee was... let's just say I can make better ones at home. Haha.,180221-24.JPG,Lisa181818,15:15,normal,var8
544,"Visited my brother at Cornell University today and they have their own hotel called ""The Statler"" and it has some amazing curry over rice for $7",180221-3.JPG,EmmaSmith0214,15:15,normal,var8
866,Egg Benidict for brunch on this Sunny but windy day. Iced coffee was... let's just say I can make better ones at home. Haha.,180221-24.JPG,Lisa181818,15:15,normal,var12
870,"Visited my brother at Cornell University today and they have their own hotel called ""The Statler"" and it has some amazing curry over rice for $7",180221-3.JPG,EmmaSmith0214,15:15,normal,var12
144,chinese-style shaved ice! this stuff is amazinggggg 🍧,image-20161206_140042.jpg,jupiterpride,15:39,normal,var2
470,chinese-style shaved ice! this stuff is amazinggggg 🍧,image-20161206_140042.jpg,jupiterpride,15:39,normal,var6
796,chinese-style shaved ice! this stuff is amazinggggg 🍧,image-20161206_140042.jpg,jupiterpride,15:39,normal,var10
205,#tbt to some authentic #fishandchips that I had in London #betterthanamericanfoodlol,IMG_7474.jpg,KatieeeM,16:11,normal,var3
531,#tbt to some authentic #fishandchips that I had in London #betterthanamericanfoodlol,IMG_7474.jpg,KatieeeM,16:11,normal,var7
857,#tbt to some authentic #fishandchips that I had in London #betterthanamericanfoodlol,IMG_7474.jpg,KatieeeM,16:11,normal,var11
140,making our own sushi! My rolls all came out uneven and squished so I got a picture of my friend's instead.,vegan3.jpg,breathe_in,16:35,normal,var2
466,making our own sushi! My rolls all came out uneven and squished so I got a picture of my friend's instead.,vegan3.jpg,breathe_in,16:35,normal,var6
792,making our own sushi! My rolls all came out uneven and squished so I got a picture of my friend's instead.,vegan3.jpg,breathe_in,16:35,normal,var10
157,"dinner with the fam: fish *and* shrimp, with brussels sprouts and spinach/potato casserole. the sprouts could have used some more seasoning but overall it was well-received.",IMAG0075.jpg,lee.alexa,17:08,cohort,var3
483,"dinner with the fam: fish *and* shrimp, with brussels sprouts and spinach/potato casserole. the sprouts could have used some more seasoning but overall it was well-received.",IMAG0075.jpg,lee.alexa,17:08,cohort,var7
809,"dinner with the fam: fish *and* shrimp, with brussels sprouts and spinach/potato casserole. the sprouts could have used some more seasoning but overall it was well-received.",IMAG0075.jpg,lee.alexa,17:08,cohort,var11
137,"this is the cake I got for my mom for her b-day. enjoy, others",IMG_20161009_190757.jpg,mateoV,17:31,normal,var3
463,"this is the cake I got for my mom for her b-day. enjoy, others",IMG_20161009_190757.jpg,mateoV,17:31,normal,var7
789,"this is the cake I got for my mom for her b-day. enjoy, others",IMG_20161009_190757.jpg,mateoV,17:31,normal,var11
274,Salad for lunch. #AccidentallyPutTooMuchDressing and cost me $15 :(,180228-0.JPG,Lisa181818,18:18,normal,var4
600,Salad for lunch. #AccidentallyPutTooMuchDressing and cost me $15 :(,180228-0.JPG,Lisa181818,18:18,normal,var8
926,Salad for lunch. #AccidentallyPutTooMuchDressing and cost me $15 :(,180228-0.JPG,Lisa181818,18:18,normal,var12
